precio_alquiler,expensas,direccion,superficie,ambientes,habitaciones,banos,descripcion,url,scraped_at,pagina,moneda_original,precio_alquiler_original,barrio,precio_por_m2,costo_total,categoria_tamano
650000,,Granaderos al 200,46.0,2,1.0,1.0,"2 ambientes de categoría premium, en flores a 2 cuadras de Rivadavia. Calefacción central por radiadores y agua caliente central. Espectacular balcón aterrazado corrido del living al dormitorio con vista panorámica. Puerta blindadaEdificio con amenities (solarium sum y parrilla) Lo mejor, el precio: Se alquila por paquete, total $ 650. 000 que incluyen: - Expensas, Aysa, y abl - Más el consumo de agua caliente y caldera que viene en las expensas. Lo que te permitirá ahorrar a la vez de tener un valor de gastos predecible en el de ingreso: - Garantía propietaria caba familiar directo o seguro de caución de empresas lider - Depósito usd 700 Super oportunidad No dejes de verlo.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-2-amb-categoria-en-flores-sin-expensas-56138998.html,2025-05-28 01:58:45.938361,1,ARS,650000,Flores,14130.434782608696,650000.0,Pequeño
390000,110000.0,"PEDERNERA 154. Entre Ramon falcon y Alberdi, juan b., av.",25.0,1,1.0,1.0,"Monoambiente en Flores en alquiler amoblado con cochera cubierta. - Excelente ubicación, próximo a las principales arterias de circulación (Avenidas Rivadavia y Juan Bautista Alberdi) y a 150 metros de la estación de subte línea A San José de Flores. - Muy luminoso con amplios placares y espacios de guardado con interiores completos. - Puerta de acceso en cedro, piso flotante de alto tránsito. - Cocina con anafe eléctrico y espacio para lavarropas, baño totalmente instalado con piso de porcellanato. - Agua caliente central con termotanque de gran capacidad. -Aire acondicionado tipo split frío-calor. -Cochera fija cubierta en primer subsuelo. - Hall de acceso con detalles de categoría. -Excelente nivel de terminaciones. - Aberturas de pvc de excelente calidad y hermeticidad. -El edificio cuenta con salón de usos múltiples en el último piso, con deck de madera, solarium y duchas. - Las expensas incluyen Aysa, Edesur y abl. Condiciones: 2 años de plazo de contrato. Ajustes trimestrales por ipc. Requisitos de ingreso: - Pago del primer mes por adelantado. - Un mes de depósito. - Fianza: seguro de caución, Sistema Finaer o Título de propiedad de inmueble de caba. - Ingresos suficientes demostrables. - No acepta mascota. Sin excepción. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. De seta Propiedades. cpi 8318xintel(des-des-160)",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-monoambiente-amoblado-con-cochera-cubierta-en-alquiler-48700577.html,2025-05-28 01:58:49.463223,1,ARS,390000,Flores,15600.0,500000.0,Muy pequeño
420000,,Rivera Indarte 0,32.0,1,0.0,1.0,"Monoambiente ""B"" de 32M2 totales en formato cuadrado. 3er piso frente. hall, monoambiente, baño completo, sin balcón. Instalación aire frío calor. agua caliente por termotanque central. Todos los servicios. aptoprofesional. entrega inmediata. concreto real estate -- Ver datos-- ""atendemos los 7 días de la semana"" cpi 7372 - cmcpsi 6510. Todas las medidas enunciadas son meramente orientativas, las medidas exactas serán las que se expresen en el respectivo título de propiedad de cada inmueble. Todas las fotos, imágenes y videos son meramente ilustrativos y no contractuales. Los precios enunciados son meramente orientativos y no contractuales.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-en-flores-capital-federal-56118326.html,2025-05-28 01:58:52.847467,1,ARS,420000,Flores,13125.0,420000.0,Pequeño
900000,156790.0,Francisco Bilbao al 1900,85.0,4,3.0,1.0,"Muy buen departamento de 4 ambientes al contrafrente con balcon, comedor diario y baulera - Ubicado en 8º Piso - Entrada principal y de servicio (ambas puertas blindadas) - Hall de entrada - Amplio Living Comedor con salida al balcon - Balcon corrido al contrafrente (Orientacion Norte) - Cocina de muebles completos (altos y bajos) con conexion para lavarropas y Comedor Diario - Toilette - Hall distribucion - 3 Dormitorios con placard - Baño completo con bañadera, vanitory y botiquin - Ventilador de techo con luminaria en Living, Comedor Diario y Dormitorios - Muy luminoso y soleado (Orientacion Norte) - Baulera. -Excelente ubicacion, a metros de Plaza Misericordia y de Av. Carabobo, a 1 cuadra de Av. Directorio y Clinica Santa Isabel, a 2 cuadras de Av. J. B. Alberdi y Av. Pedro Goyena, a 4 de Av. Rivadavia y Subte A (Estacion Carabobo) . -Colectivos: 8, 44, 46, 53, 56, 57, 86, 88, 91, 96, 126, 132, 133, 134, 180, 195. -Medidas aproximadas de los ambientes: Hall de entrada: 2, 26x1, 82 / Living: 3, 16x6, 71 / Balcón: 7, 86x1, 23 / Cocina: 3, 42x1, 88 / Comedor Diario: 3x2 / Toilette: 1x1, 30 / Hall distribución: 0, 80x3 + 0, 80x0, 85 / Dormitorio 1 (el más pequeño) : 2x2, 81 con placard + hall de entrada: 0, 91x0, 61 / Dormitorio 2: 3x2, 81 + hall de entrada: 0, 80x0, 68 / Dormitorio 3: 3x2, 90 + hall de entrada: 0, 80x0, 61 / Baño principal: 2x1, 60 completo con bañadera y vamitory + botiquín de guardado / Baulera: 0, 98x1, 60alquiler: -Valor del alquiler inicial: $900. 000. - (con Abl incluido) -Ajuste trimestral (cada 3 meses) por ipc-Contrato de 2 años (24 meses) . --Valor de Expensas: $157. 000. -requisitos excluyentes: -Ingresos demostrables y acordes al valor locativo, y con antigüedad laboral mínima de 1 año. --Garantia propietaria de Capital Federal o Seguro de Cacion de las empresas Finaer o Garantia Ya. -Condiciones: -Sin mascotas. -Para ingresar: 1 mes de Adelanto: $900. 000. - + 1 mes de Depósito: $900. 000. -*En caso de corresponder los informes de garantia estan a cargo del Locatario. -**La certificacion de firmas de Inquilino y Garante/Fiador son a cargo del Inquilino. - (En caso que se solicite) . * * * para visitas por favor enviar mensaje de WhatsApp * * *Los valores de impuestos (abl, Aysa, Expensas, etc. ) indicados, están sujetos a verificación y/o revisión. Las medidas son aproximadas. Las medidas reales surgirán del respectivo titulo de propiedad. El precio del inmueble puede ser modificado sin previo aviso. Toda información es a solo efecto orientativo. Fotos de carácter no contractual.",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-muy-buen-departamento-de-4-ambientes-con-balcon-al-56284122.html,2025-05-28 01:58:58.603007,1,ARS,900000,Flores,10588.235294117647,1056790.0,Grande
800000,198000.0,Cnel Ramon L. Falcon 2300 7°,49.0,2,1.0,1.0,"Departamento de 2 ambientes con cochera. Amplio y luminoso 2 ambientes con balcón. Gran living comedor, muy luminoso con ventanales de piso a techo, cocina separada con un importante ventanal e instalación para lavarropas/lavavajillas bajo mesada. Dormitorio de muy lindas dimensiones, baño completo con bañera y ventana. Pisos de porcelanato de primera calidad. Excelentes terminaciones ambiente cuentan con equipo split frio-calor. Los servicios de Edesur y Metrogas son aparte del valor del alquiler y las expensas. El valor del alquiler contempla solo el abl e Internet. Los amenities: en el piso 14 cuenta con un amplio salón de usos múltiples con parrilla y balcón terraza con vista inmejorable, En el piso 15 gran solárium con piscina con vistas panorámicas y una terraza con parrillas. Cochera en 1º piso descubierta. Las expensas incluyen cochera. Excelente ubicación, líneas de colectivos y subte. Requisitos. Mes de alquiler. mes de comision inmobiliaria. mes de deposito. garantia propietaria O seguro de caucion",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-depto-2-ambientes-con-cochera-amueblado!-56006060.html,2025-05-28 01:59:02.630739,1,ARS,800000,Flores,16326.530612244898,998000.0,Pequeño
550000,70000.0,Bonorino al 500,45.0,2,1.0,1.0,"Requisitos excluyentes: solo se alquila con seguro de caucion finaerrecibos de sueldos A corde al monto del alquiler mensualmes corriente1 mes Y 1/2 de depositoimagina despertar cada mañana en este Dpto, funcional y con una conexión inmejorable con la naturaleza. Este hermoso departamento en un 2do piso en un Edificio de Categoría! El living, amplio y súper luminoso, bañado por la luz natural, te invita a relajarte mientras disfrutas de la brisa fresca por un gran ventanal. La cocina es un verdadero sueño para los amantes del buen vivir, con amplios muebles de alzada y bajomesada que garantizan un orden impecable y espacio más que suficiente para preparar tus mejores platos. El lavadero independiente es otro de los detalles que elevaran tu calidad de vida, dándote la independencia y el orden que tanto deseas. Se destaca también la presencia del dormitorio amplio con placard. Baño completo. Este es mucho más que un departamento, es un refugio que invita a vivir momentos inolvidables, rodeado de luz, confort y una ubicación privilegiada. ¿Te imaginas viviendo aquí?",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-dpto-de-2amb-en-alquiler.-a-m-de-plaza-misericordia-56327091.html,2025-05-28 01:59:06.496259,1,ARS,550000,Flores,12222.222222222223,620000.0,Pequeño
400000,65000.0,avenida Nazca 948,27.0,2,1.0,1.0,"Departamento 2 ambientes en Alquiler en el Barrio de Flores. Baño completo. Cocina a Gas. Mesada y mueble bajo mesada. Espacio extra de guardado en cocina. Placard en pasillo distribuidor. Agua caliente por Calefón. Piso 4 - Interno (Luminoso) Edificio con 2 ascensores. Bajas Expensas. Sobre Av. Nazca entre las calles Neuquén y Paz - Frente a Plaza de los Periodistas. A 1000 mts estación de trenes Flores, Línea F. C. Sarmiento. A 800 mts estación San Pedrito, Subte Línea A. A 700 mts de zona comercial de Flores. Próximo a numerosas líneas de colectivos como ser 106, 133, 134, 25, 53, 63, 92, entre otros. Koval propiedades. 5272 - 1017. cucicba Mat. 7531",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-depto-2-ambientes-flores-56334092.html,2025-05-28 01:59:11.457356,1,ARS,400000,Flores,14814.814814814816,465000.0,Muy pequeño
500000,120000.0,Portela,48.0,2,1.0,,"Departamento de 2 ambientes con balcón corrido al frente, living comedor, dormitorio con placard, cocina amplia con conexion para lavarropas, baño completo, y baulera, en excelente ubicación, a 1/2 cuadra de J B Alberdi, y a 2 cuadras del subte A. Medios de comunicacion por Avenidas y metrobus. "" Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede. requerir a los propietarios será el equivalente al cuatro con quince centésimos por. ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a. los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría. de informes""",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-2-ambientes-al-frente-excelente-56295505.html,2025-05-28 01:59:16.141845,1,ARS,500000,Flores,10416.666666666666,620000.0,Pequeño
1100000,450000.0,Av. Juan Bautista Alberdi 2700,115.0,4,3.0,2.0,"Departamento de 4 ambientes al frente en Alquiler! Edificio con Amenities! Ubicado sobre la Av. Juan B. Alberdi 2700, Flores. A metros de Av. Rivadavia, Av. San Pedrito y Av. Directorio; en cercanía con la estación Flores del Tren Sarmiento y Plaza Gral. Pueyrredón. Amplio y luminoso departamento con balcón al frente y salida por ventanal. Cuenta con una cocina, comedor diario y un gran living comedor. Todos los ambientes con ventilación. 3 dormitorios con placard, el principal en suite. Además de 1 baño completo. Con calefacción por loza radiante. El edificio cuenta con amenities: -Piscina. -Sum. -Parrilla. no dude en consultar!!",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler!-4-ambientes-al-frente-av-juan-bautista-56237518.html,2025-05-28 01:59:20.810332,1,ARS,1100000,Flores,9565.217391304348,1550000.0,Grande
450000,80000.0,Carabobo av. 0,30.0,1,0.0,1.0,"Excelente departamento de Monoambiente de 30m2 aprox. Totales, ubicado en el segundo piso al frente. La unidad está revestido con piso de madera. El departamento está ubicado en la mejor zona residencial y comercial de Flores sobre la Av. Carabobo, con cercanía a la Av. Rivadavia y la estación de subte “Carabobo” de la línea A. La unidad cuenta con puertas corredizas que da salida al balcón al frente, lo que permite que entre mucha iluminación. La cocina está equipado con anafe eléctrico. Hall de entrada, que da conexión hacia los dos ascensores. El departamento cuenta con agua caliente central. Aviso legal: Todas las descripciones, valores de accesorios (expensas, aysa, abl), fotos y medidas expuestas, son aproximados, orientativos y no vinculantes. Los datos fueron proporcionados por el propietario y pueden encontrarse desactualizados a la fecha, por lo cual el interesado podrá solicitar la documentación actualizada para conformar reserva. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la afip (pedido de coti). El inmueble posee rampa para personas con movilidad reducida. Matricula C. P. I 7808 Simon V Propiedades",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-monoambiente-en-alquiler-en-flores-sur-56228383.html,2025-05-28 01:59:24.331065,1,ARS,450000,Flores,15000.0,530000.0,Muy pequeño
450000,120000.0,Ramón Falcón 2835,45.0,2,1.0,1.0,"Ramón Falcón al 2800 y Avda. San Pedrito, amplia cocina con lavadero incorporado, Living Comedor amplio y dormitorio con placard, pisos de parquet en ambientes principales, servicios individuales, no paga abl. ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede. requerir a los propietarios será el equivalente al cuatro con quince centésimos por. ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a. los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría. de informes""",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-2-ambientes-amplios-proximos-avda.-rivadavia-y-subte-55878204.html,2025-05-28 01:59:27.955376,1,ARS,450000,Flores,10000.0,570000.0,Pequeño
420000,100000.0,Lafuente 37,30.0,1,0.0,1.0,"Hermoso monoambiente sin balcón. El monoambiente posee cocina kichinette. Luminoso. El edificio tiene pileta, gym, laundry, sum, 2 parrillas",https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-monoambiente-con-vestidor-full-amenities-56151690.html,2025-05-28 01:59:31.423321,1,ARS,420000,Flores,14000.0,520000.0,Muy pequeño
